Id,SalePrice
1461,126244.97537945265
1462,159742.1457613231
1463,186894.34283878453
1464,190828.70439866348
1465,191741.00361548056
1466,177954.06362751778
1467,174836.1493480704
1468,170210.69119461405
1469,187231.83760842864
1470,123842.4655448233
1471,194988.4947704808
1472,90960.80906658052
1473,96204.41008299985
1474,153225.24912130286
1475,122896.7666037077
1476,365958.34221739124
1477,255562.39141025173
1478,286336.42322197754
1479,283070.12672892
1480,472188.68779643835
1481,347421.97503235715
1482,210149.0554833262
1483,178061.85274032713
1484,162814.80824546635
1485,176050.60608846653
1486,194856.58987356565
1487,323516.50246294646
1488,236724.81066836667
1489,198499.59502466972
1490,223136.14582166643
1491,188092.85438059518
1492,89436.03458372681
1493,176839.63486736728
1494,295329.25802052754
1495,298994.7628412895
1496,230942.778405346
1497,182766.3285134552
1498,159900.0530277322
1499,158140.56990991972
1500,151981.02188114534
1501,171589.05426642246
1502,146984.23797621066
1503,290997.9045409087
1504,239803.63816479215
1505,229003.04840559655
1506,183554.876331935
1507,235995.73795973946
1508,196420.24211841685
1509,162566.63159422294
1510,144225.05431531058
1511,141051.89232254686
1512,166687.29006186422
1513,143707.78640533393
1514,158851.042252015
1515,192793.84874370205
1516,151023.57590249542
1517,156817.56998516252
1518,126218.59359470556
1519,224410.88104305402
1520,138078.967016303
1521,135218.17522025906
1522,170032.25433702845
1523,114396.59170551614
1524,125101.62412056635
1525,125432.49085333013
1526,126332.86087641871
1527,100426.83895030129
1528,134833.57493549353
1529,144626.86490592945
1530,172447.02120018916
1531,107898.57194065774
1532,102857.41708386046
1533,146311.5015173805
1534,117253.051876231
1535,155500.23199319516
1536,112967.26183424043
1537,64560.7199792402
1538,163597.65446196744
1539,197488.06258952705
1540,101254.68738870804
1541,144535.67110266633
1542,144397.2239114937
1543,202416.86293552569
1544,81014.51013930877
1545,110701.052234517
1546,128518.10812912117
1547,137201.4825079987
1548,134563.89202098927
1549,106042.59537636959
1550,139868.76797314422
1551,118877.83563195735
1552,122515.10804395247
1553,152410.0893099885
1554,106746.51705884816
1555,171988.00367688548
1556,93563.69672758864
1557,115873.82673409613
1558,85055.35367268817
1559,96235.33480747207
1560,145955.83842683406
1561,138020.9436411782
1562,131270.47784615512
1563,118453.71302268787
1564,159638.3832801163
1565,143615.11786769118
1566,230794.91580662385
1567,67530.58993535035
1568,223014.32603983558
1569,138070.377189122
1570,136605.45984154203
1571,110510.85568161393
1572,147367.68501198443
1573,236265.5060419706
1574,111661.54114552557
1575,217817.72145505378
1576,222590.27139161312
1577,189680.18052938103
1578,144675.10160075533
1579,149403.23309547466
1580,192061.83871035354
1581,149499.60765495655
1582,131069.82996831661
1583,334723.07478164055
1584,229940.35131104384
1585,143985.23565781326
1586,70094.60765028317
1587,98565.43860421717
1588,145110.93447718272
1589,99714.90410763418
1590,131887.5881143007
1591,93596.32433178085
1592,125938.55438361639
1593,125781.75979799582
1594,138538.62331816796
1595,118775.00166558786
1596,251376.7865155915
1597,186791.3058272046
1598,194280.39585896037
1599,169437.02424643698
1600,172317.18336613724
1601,65955.02303622983
1602,104734.24624229905
1603,90304.66510292368
1604,272836.5917804801
1605,239938.54454484503
1606,168966.94943054707
1607,169350.07204366528
1608,216106.01517869125
1609,185171.99933932984
1610,157766.6436225571
1611,138186.68210788653
1612,162437.26908569242
1613,165602.02156988025
1614,127888.08468694439
1615,87567.11780082426
1616,73057.87197383678
1617,90374.43183002899
1618,123643.64012746814
1619,142878.0594648901
1620,159207.38530489884
1621,135661.40786587645
1622,138989.2750042147
1623,268972.8251008683
1624,209067.29218793253
1625,121177.94105936679
1626,159155.477451692
1627,186768.86517545395
1628,275540.9633518858
1629,173406.35370260425
1630,348072.73224251665
1631,214242.02670796274
1632,247910.03905714134
1633,168148.73558002227
1634,186905.3788106521
1635,178522.1735824716
1636,158398.0806969636
1637,194268.11528992673
1638,204946.33725547904
1639,177501.9403903308
1640,256804.92560288316
1641,171770.58621156862
1642,222515.6920863047
1643,225961.46314939938
1644,228477.95463670293
1645,187593.07147646442
1646,154879.23934476727
1647,158651.4148764651
1648,135184.43607670438
1649,141925.92770174824
1650,118970.79304608832
1651,121738.91344244692
1652,94952.53636850623
1653,96915.27204955478
1654,149003.05014577272
1655,146420.8046491533
1656,147523.735730774
1657,149878.16938199865
1658,149793.9216201663
1659,130523.62813749594
1660,147965.99534260316
1661,478051.4016751791
1662,388416.57967819605
1663,392713.27402587084
1664,458174.6829181047
1665,310584.7869815332
1666,320482.22570951
1667,381846.5031258656
1668,345217.2969901213
1669,287749.65967313375
1670,355012.3844385937
1671,268964.5576573895
1672,437218.09793294396
1673,307235.65156345244
1674,248248.3923746898
1675,192978.35707955068
1676,194679.77310913114
1677,220079.5965347044
1678,446948.95266787446
1679,400133.316852097
1680,339644.3503941028
1681,245611.01279658076
1682,304676.80439129594
1683,184533.60485493374
1684,175078.24544318672
1685,172346.01289349247
1686,168336.46117561602
1687,169741.44085475954
1688,186704.31777226873
1689,187433.76637889814
1690,187098.25497800863
1691,177349.64891018122
1692,257978.8106698
1693,172110.48980237212
1694,181351.53009489534
1695,164103.54279044873
1696,278114.0482678895
1697,167235.26534352807
1698,385576.08506762993
1699,322056.8254705741
1700,249869.38897704595
1701,270775.78337061824
1702,271021.33763306675
1703,269686.01036202646
1704,306867.98470077256
1705,223101.91105658966
1706,419673.21812885767
1707,210950.35277481395
1708,209760.20228475353
1709,281487.2156158836
1710,223207.4557394109
1711,249742.32509768283
1712,272487.260130565
1713,269530.43053252256
1714,227399.52403181008
1715,199609.40213819963
1716,178227.91068280744
1717,168475.11522784055
1718,137708.7044161561
1719,195868.03611043762
1720,231603.0800924783
1721,162992.34407426193
1722,129036.29061766682
1723,158571.40235264233
1724,204513.04009423175
1725,235354.92186837073
1726,186583.18335917045
1727,164124.3573032466
1728,180339.3770864558
1729,157340.35990484082
1730,155184.35555279284
1731,119342.42182274193
1732,129493.77300528306
1733,115338.63483076765
1734,126245.13768839838
1735,136289.89366955496
1736,117326.92933934687
1737,320136.14759359934
1738,223368.9165746079
1739,305941.86585180275
1740,227099.05147517344
1741,197038.79328320784
1742,169639.46933490824
1743,173525.66955264023
1744,287250.37454689766
1745,212117.7824001905
1746,195244.75179909405
1747,208898.44827791848
1748,222277.92540998574
1749,154671.75709944646
1750,140783.60372426212
1751,236008.74496148183
1752,122190.63669577667
1753,137376.57870824137
1754,194808.3285338503
1755,166211.69651671653
1756,125519.28814466558
1757,118562.60476295845
1758,140418.89788523217
1759,166662.9560995295
1760,164872.30857294335
1761,148625.6799707339
1762,175688.24503919453
1763,168141.9348748288
1764,121877.90936719104
1765,159298.44302900552
1766,174567.59687479454
1767,215936.44329189212
1768,143256.3918933662
1769,172496.78136510038
1770,144014.8350911805
1771,135399.16207389135
1772,141251.63436457346
1773,135974.8591530027
1774,137430.82508963515
1775,136010.43747626338
1776,119604.79514162106
1777,112129.0518666853
1778,134804.26408446374
1779,114402.0239963119
1780,172404.9532863141
1781,128136.20361743515
1782,91511.77611710588
1783,141691.04972698327
1784,94278.91972024733
1785,115291.07875751905
1786,127041.50834157759
1787,160793.77083351774
1788,61573.03308178186
1789,89632.7063139344
1790,75076.5961290585
1791,186129.4295530656
1792,155938.07400305092
1793,133327.81130471226
1794,142771.55419342365
1795,132001.36209849978
1796,112627.91243458813
1797,112905.18633059664
1798,123439.55867880186
1799,109423.60636274051
1800,130093.70853876692
1801,134122.56145517947
1802,132011.4411492768
1803,143318.17708847657
1804,145773.6109364804
1805,136520.73580862136
1806,116149.31727158895
1807,125518.47330014745
1808,119288.68646225915
1809,123681.75374807457
1810,140445.34983178807
1811,100112.70448775539
1812,99337.67655005494
1813,122941.40982737274
1814,87439.98087998576
1815,57566.642546218645
1816,93114.75205622992
1817,107140.10699911702
1818,142164.9207062614
1819,119548.19442053123
1820,62682.70834575287
1821,98450.65496656805
1822,139881.63818788837
1823,52231.46342306795
1824,137582.87115775948
1825,130200.2777078683
1826,104771.40074877162
1827,112509.5767406175
1828,137419.07733136765
1829,116644.73388740017
1830,136861.0249895202
1831,153043.95673425213
1832,100694.30076044225
1833,137014.62426250443
1834,115705.79996586339
1835,141036.174298618
1836,123016.19191742354
1837,97908.04073445816
1838,128757.48981313179
1839,85974.0181307712
1840,150468.59377518026
1841,144205.27150235107
1842,85243.54935738632
1843,138106.26601642888
1844,130819.81604464432
1845,135647.8595440642
1846,147545.2231353398
1847,174334.8512924147
1848,56220.83492030997
1849,104190.88773370722
1850,118704.03775974282
1851,144603.97913092267
1852,125651.77175616342
1853,136045.8579019962
1854,169965.68450854745
1855,151152.2563576668
1856,216156.0151579198
1857,141670.13972067845
1858,138933.68065254227
1859,120273.01850599181
1860,159153.62711427268
1861,118798.90909371708
1862,285928.88230224326
1863,280925.9896343183
1864,280925.9896343183
1865,316643.4793973764
1866,338256.7352194696
1867,236706.51915739925
1868,299235.844059209
1869,205850.64184409333
1870,231734.67287323356
1871,233694.75848662088
1872,171588.58503716296
1873,232881.71009335676
1874,147072.76374251698
1875,198948.16933392838
1876,191855.79090549838
1877,209645.6606744947
1878,213402.0279917789
1879,131278.0664212866
1880,138902.00808409037
1881,248793.58843319476
1882,253015.32292745143
1883,193249.57528021673
1884,207725.6051986607
1885,244380.89953100533
1886,289858.17954600754
1887,206217.85175522653
1888,279113.1448810969
1889,165304.87544372954
1890,128862.15487357513
1891,135280.27188836553
1892,104697.4956946536
1893,131320.64762089628
1894,120418.25140667471
1895,136051.37282411728
1896,117986.06893112427
1897,115956.77865362733
1898,105296.79373543657
1899,143975.19758787137
1900,147105.90910268968
1901,172223.13073469963
1902,141383.73508306878
1903,220573.0974641285
1904,147250.8416447974
1905,193949.2860516057
1906,185497.5494805307
1907,192416.0359143256
1908,102570.53195669262
1909,140280.35026494195
1910,122590.40860559423
1911,207833.50680257488
1912,316376.23599035764
1913,145075.61144984458
1914,62667.40464843915
1915,289017.08106243436
1916,64784.64426061078
1917,251990.40146111912
1918,140044.05511606738
1919,163318.035879035
1920,153959.8570570283
1921,417614.78013763885
1922,322678.06452747365
1923,217526.2220080861
1924,226796.47759943813
1925,213013.1217789293
1926,385993.83339089504
1927,132518.6918522901
1928,155183.72611773002
1929,124455.31064726388
1930,126505.17936207274
1931,144856.03138782695
1932,137924.89338163528
1933,171234.13099497018
1934,180518.23316420207
1935,172931.60770601145
1936,184329.68291928
1937,182371.55949521752
1938,180844.08554824133
1939,248063.0858089563
1940,191525.07378089617
1941,177966.43324828433
1942,189250.24857254414
1943,201387.9772717354
1944,330503.04438172036
1945,378155.59829163284
1946,152793.45070220964
1947,321965.5400919018
1948,178583.13064679908
1949,236908.70205703154
1950,180252.11724007747
1951,244069.3266766926
