Id,SalePrice
1461,124538.17909597632
1462,156569.19788066155
1463,188528.20266939228
1464,194269.50063683174
1465,189458.86899524028
1466,173945.4693137589
1467,174296.6996740352
1468,168375.14247230702
1469,185391.07505421434
1470,125275.59214741165
1471,195037.1067602404
1472,91526.69359579026
1473,95540.07222899992
1474,153198.77299815143
1475,121378.82080185384
1476,370391.4211086956
1477,256187.18008012587
1478,284509.8053609888
1479,275886.42273946
1480,467777.9532732192
1481,343012.7218911786
1482,208266.5902416631
1483,172607.81699516356
1484,163269.49787273316
1485,174855.88898173327
1486,195611.29493678283
1487,329356.65748147323
1488,236968.46002168334
1489,198694.97719983486
1490,217834.65103583323
1491,189112.31781529757
1492,91926.0797918634
1493,175908.05180868364
1494,289978.5821352638
1495,295253.89704564476
1496,230706.240765173
1497,183699.6642567276
1498,161025.9327638661
1499,156863.82401745988
1500,149800.76094057265
1501,172449.97244571123
1502,148630.05648810533
1503,300057.5460204544
1504,240583.08470739608
1505,224880.27420279826
1506,191631.6491034675
1507,241108.19710486973
1508,199381.5741842084
1509,164520.63610961149
1510,144611.21465765528
1511,143023.32116127343
1512,173311.4340934321
1513,143021.41664016695
1514,152122.0836260075
1515,194474.16655935103
1516,150356.4363887477
1517,155673.66780508126
1518,133385.88273485278
1519,226133.71395902702
1520,137709.0616331515
1521,134772.68917262953
1522,170165.38498101424
1523,113659.36225900808
1524,124364.90190403318
1525,123102.44073916506
1526,123174.30934445935
1527,104359.05619390064
1528,133075.87340524676
1529,145682.7371404647
1530,169629.36997509457
1531,111618.85237657887
1532,102480.00541693023
1533,144490.16482119024
1534,117606.73687561549
1535,151535.73318409757
1536,111630.04107337022
1537,67348.0982708701
1538,162879.6084809837
1539,191431.39066976352
1540,101266.08978810403
1541,143042.25742633315
1542,142628.44008074683
1543,213722.99396776286
1544,82027.22381965438
1545,110659.1589297585
1546,127508.3704708106
1547,135837.14750399935
1548,132665.03194799463
1549,106892.6609694348
1550,136095.6886740721
1551,117003.80453472867
1552,126243.78058447623
1553,145900.35715499427
1554,111154.63352942409
